file_abs_path_native,file_id_native,download_url_native,file_md5,file_abs_path_croissant,file_id_croissant,download_url_croissant,file_abs_path_match,file_id_match
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_6minutes/8_MPa_Trial2.csv,885727,https://borealisdata.ca/api/access/datafile/885727?format=original,71d311783e05aec23c63288bc00302fa,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/MATLAB_Scripts_Inverse_Heat_Conduction_Analaysis/8_MPa_Trial2.csv,885744,https://borealisdata.ca/api/access/datafile/885744,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/Press_Path1_80_Trial10.csv,885776,https://borealisdata.ca/api/access/datafile/885776?format=original,74202b87acba0b42dd0cb7d9336ab475,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_12minutes/Press_Path1_80_Trial10.csv,885820,https://borealisdata.ca/api/access/datafile/885820?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_6minutes/8_MPa_Trial1.csv,885778,https://borealisdata.ca/api/access/datafile/885778?format=original,75657fe89ec85b824e5bf92d012cac69,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/MATLAB_Scripts_Inverse_Heat_Conduction_Analaysis/8_MPa_Trial1.csv,885823,https://borealisdata.ca/api/access/datafile/885823,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_12minutes/40_MPa_Trial1.csv,885739,https://borealisdata.ca/api/access/datafile/885739,7aa1e6660a96ccf96c45a670cf035751,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_6minutes/40_MPa_Trial1.csv,885784,https://borealisdata.ca/api/access/datafile/885784?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_6minutes/0point2_MPa_Trial1.csv,885807,https://borealisdata.ca/api/access/datafile/885807?format=original,7ee14adfeb62c0590d823028e6623c32,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_6minutes/0point2_MPa_Trial1.csv,885727,https://borealisdata.ca/api/access/datafile/885727?format=original,True,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_12minutes/4point5_MPa_Trial2.csv,885796,https://borealisdata.ca/api/access/datafile/885796?format=original,806451b378422ff33aed92aa77df3384,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/4point5_MPa_Trial2.csv,885783,https://borealisdata.ca/api/access/datafile/885783?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/Press_Path2_150_Trial4.csv,885779,https://borealisdata.ca/api/access/datafile/885779?format=original,80788ee0b37aa88fbd6bd97bc82c2c26,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/150_6minutes/Press_Path2_150_Trial4.csv,885767,https://borealisdata.ca/api/access/datafile/885767?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_12minutes/8_MPa_Trial3.csv,885728,https://borealisdata.ca/api/access/datafile/885728?format=original,85024d5db237e7935dee56044bdaa950,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/8_MPa_Trial3.csv,885770,https://borealisdata.ca/api/access/datafile/885770?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_12minutes/4point5_MPa_Trial1.csv,885806,https://borealisdata.ca/api/access/datafile/885806?format=original,8b89c897f85f82e22ef5c373497be594,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/4point5_MPa_Trial1.csv,885815,https://borealisdata.ca/api/access/datafile/885815?format=original,False,False
Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Temp_Data_Coating_Weight_Dwell_Time_Pressure/80_6minutes/4point5_MPa_Trial2.csv,885768,https://borealisdata.ca/api/access/datafile/885768?format=original,8cb5e73b2b60f612f1801d11ee1bb1c0,Influence_of_the_coating_on_the_interfacial_heat_transfer_coefficient_in_hot_stamping_of_AlSi_coated_22MnB5_steel/Press_Position_Evaluation_Temp_Data/4point5_MPa_Trial2.csv,885733,https://borealisdata.ca/api/access/datafile/885733?format=original,False,False
